SerialICE: Open connection to target hardware...
SerialICE: Waiting for handshake with target... target alive!
0437.0439    RH..    [f000:2432]   IO:  inb 0cff => 00
043a.043b    RH..    [f000:2460]   IO: outl 0cf8 <= 80008890
043a.043c    RH..    [f000:247c]   IO: outb 0cff <= 88
043d.043e    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008858
043d.043f    RH..    [f000:2434]   IO:  inb 0cff => 41
0440.0441    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008858
0440.0442    RH..    [f000:247e]   IO: outb 0cff <= 41
0443.0444    RH..    [f000:2416]   IO: outl 0cf8 <= 80008880
0443.0445    RH..    [f000:2432]   IO:  inb 0cfc => 00
0446.0447    RH..    [f000:2460]   IO: outl 0cf8 <= 80008880
0446.0448    RH..    [f000:247c]   IO: outb 0cfc <= 00
0449.044a    RH..    [f000:24a4]   IO: outl 0cf8 <= 8000888c
0449.044b    RH..    [f000:2434]   IO:  inb 0cfc => 01
044c.044d    RH..    [f000:24ad]   IO: outl 0cf8 <= 8000888c
044c.044e    RH..    [f000:247e]   IO: outb 0cfc <= 01
044f.0450    RH..    [f000:2416]   IO: outl 0cf8 <= 80008894
044f.0451    RH..    [f000:2432]   IO:  inb 0cfc => 80
0452.0453    RH..    [f000:2460]   IO: outl 0cf8 <= 80008894
0452.0454    RH..    [f000:247c]   IO: outb 0cfc <= 80
0455.0456    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008894
0455.0457    RH..    [f000:2434]   IO:  inb 0cfd => c0
0458.0459    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008894
0458.045a    RH..    [f000:247e]   IO: outb 0cfd <= c2
045b.045c    RH..    [f000:2416]   IO: outl 0cf8 <= 800088e4
045b.045d    RH..    [f000:2432]   IO:  inb 0cfc => 00
045e.045f    RH..    [f000:2460]   IO: outl 0cf8 <= 800088e4
045e.0460    RH..    [f000:247c]   IO: outb 0cfc <= 04
0461.0462    RH..    [f000:24a4]   IO: outl 0cf8 <= 800088e4
0461.0463    RH..    [f000:2434]   IO:  inb 0cfd => 40
0464.0465    RH..    [f000:24ad]   IO: outl 0cf8 <= 800088e4
0464.0466    RH..    [f000:247e]   IO: outb 0cfd <= 40
0467.0468    RH..    [f000:2416]   IO: outl 0cf8 <= 80008850
0467.0469    RH..    [f000:2432]   IO:  inb 0cff => 00
046a.046b    RH..    [f000:2460]   IO: outl 0cf8 <= 80008850
046a.046c    RH..    [f000:247c]   IO: outb 0cff <= 00
046d.046e    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008858
046d.046f    RH..    [f000:2434]   IO:  inb 0cfc => 20
0470.0471    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008858
0470.0472    RH..    [f000:247e]   IO: outb 0cfc <= 20
0473.0474    RH..    [f000:2416]   IO: outl 0cf8 <= 800088e4
0473.0475    RH..    [f000:2432]   IO:  inb 0cfc => 04
0476.0477    RH..    [f000:2460]   IO: outl 0cf8 <= 800088e4
0476.0478    RH..    [f000:247c]   IO: outb 0cfc <= 04
0479.047a    RH..    [f000:24a4]   IO: outl 0cf8 <= 800088e4
0479.047b    RH..    [f000:2434]   IO:  inb 0cfd => 40
047c.047d    RH..    [f000:24ad]   IO: outl 0cf8 <= 800088e4
047c.047e    RH..    [f000:247e]   IO: outb 0cfd <= 41
047f.0480    RH..    [f000:2416]   IO: outl 0cf8 <= 800088ec
047f.0481    RH..    [f000:2432]   IO:  inb 0cfc => 00
0482.0483    RH..    [f000:2460]   IO: outl 0cf8 <= 800088ec
0482.0484    RH..    [f000:247c]   IO: outb 0cfc <= 04
0482.0485    R.Q.    [f000:77ad]   MEM:  readw 000f77af => 7b72
0482.0486    R.Q.    [f000:779d]   MEM:  readw 000f77ab => 9ff8
0487.0488    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008864
0487.0489    RH..    [f000:2434]   IO:  inb 0cff => 04
048a.048b    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008864
048a.048c    RH..    [f000:247e]   IO: outb 0cff <= 04
048d.048e    RH..    [f000:2416]   IO: outl 0cf8 <= 80008840
048d.048f    RH..    [f000:2432]   IO:  inb 0cfc => 00
0490.0491    RH..    [f000:2460]   IO: outl 0cf8 <= 80008840
0490.0492    RH..    [f000:247c]   IO: outb 0cfc <= 04
0493.0494    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008840
0493.0495    RH..    [f000:2434]   IO:  inb 0cfd => 80
0496.0497    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008840
0496.0498    RH..    [f000:247e]   IO: outb 0cfd <= c0
0499.049a    RH..    [f000:2416]   IO: outl 0cf8 <= 80008840
0499.049b    RH..    [f000:2432]   IO:  inb 0cff => 00
049c.049d    RH..    [f000:2460]   IO: outl 0cf8 <= 80008840
049c.049e    RH..    [f000:247c]   IO: outb 0cff <= 00
049f.04a0    RH..    [f000:24a4]   IO: outl 0cf8 <= 8000884c
049f.04a1    RH..    [f000:2434]   IO:  inb 0cfc => 04
04a2.04a3    RH..    [f000:24ad]   IO: outl 0cf8 <= 8000884c
04a2.04a4    RH..    [f000:247e]   IO: outb 0cfc <= 44
04a5.04a6    RH..    [f000:2416]   IO: outl 0cf8 <= 8000884c
04a5.04a7    RH..    [f000:2432]   IO:  inb 0cfe => 0a
04a8.04a9    RH..    [f000:2460]   IO: outl 0cf8 <= 8000884c
04a8.04aa    RH..    [f000:247c]   IO: outb 0cfe <= 0a
04ab.04ac    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008850
04ab.04ad    RH..    [f000:2434]   IO:  inb 0cfd => 1d
04ae.04af    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008850
04ae.04b0    RH..    [f000:247e]   IO: outb 0cfd <= 18
04b1.04b2    RH..    [f000:2416]   IO: outl 0cf8 <= 80008850
04b1.04b3    RH..    [f000:2432]   IO:  inb 0cfe => 00
04b4.04b5    RH..    [f000:2460]   IO: outl 0cf8 <= 80008850
04b4.04b6    RH..    [f000:247c]   IO: outb 0cfe <= 09
04b7.04b8    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008858
04b7.04b9    RH..    [f000:2434]   IO:  inb 0cfc => 20
04ba.04bb    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008858
04ba.04bc    RH..    [f000:247e]   IO: outb 0cfc <= 22
04bd.04be    RH..    [f000:2416]   IO: outl 0cf8 <= 80008858
04bd.04bf    RH..    [f000:2432]   IO:  inb 0cfd => 00
04c0.04c1    RH..    [f000:2460]   IO: outl 0cf8 <= 80008858
04c0.04c2    RH..    [f000:247c]   IO: outb 0cfd <= 10
04c3.04c4    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008858
04c3.04c5    RH..    [f000:2434]   IO:  inb 0cfd => 10
04c6.04c7    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008858
04c6.04c8    RH..    [f000:247e]   IO: outb 0cfd <= 90
04c9.04ca    RH..    [f000:2416]   IO: outl 0cf8 <= 80008864
04c9.04cb    RH..    [f000:2432]   IO:  inb 0cff => 04
04cc.04cd    RH..    [f000:2460]   IO: outl 0cf8 <= 80008864
04cc.04ce    RH..    [f000:247c]   IO: outb 0cff <= 05
04cf.04d0    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008898
04cf.04d1    RH..    [f000:2434]   IO:  inb 0cfc => 10
04d2.04d3    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008898
04d2.04d4    RH..    [f000:247e]   IO: outb 0cfc <= 00
04d5.04d6    RH..    [f000:2416]   IO: outl 0cf8 <= 80008868
04d5.04d7    RH..    [f000:2432]   IO:  inb 0cfc => 00
04d8.04d9    RH..    [f000:2460]   IO: outl 0cf8 <= 80008868
04d8.04da    RH..    [f000:247c]   IO: outb 0cfc <= 00
04db.04dc    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008868
04db.04dd    RH..    [f000:2434]   IO:  inb 0cfd => 00
04de.04df    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008868
04de.04e0    RH..    [f000:247e]   IO: outb 0cfd <= 00
04e1.04e2    RH..    [f000:2416]   IO: outl 0cf8 <= 80008868
04e1.04e3    RH..    [f000:2432]   IO:  inb 0cfe => 00
04e4.04e5    RH..    [f000:2460]   IO: outl 0cf8 <= 80008868
04e4.04e6    RH..    [f000:247c]   IO: outb 0cfe <= d0
04e7.04e8    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008868
04e7.04e9    RH..    [f000:2434]   IO:  inb 0cff => 00
04ea.04eb    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008868
04ea.04ec    RH..    [f000:247e]   IO: outb 0cff <= fe
04ed.04ee    RH..    [f000:2416]   IO: outl 0cf8 <= 80008868
04ed.04ef    RH..    [f000:2432]   IO:  inb 0cfc => 00
04f0.04f1    RH..    [f000:2460]   IO: outl 0cf8 <= 80008868
04f0.04f2    RH..    [f000:247c]   IO: outb 0cfc <= 80
04f3.04f4    RH..    [f000:24a4]   IO: outl 0cf8 <= 800088e0
04f3.04f5    RH..    [f000:2434]   IO:  inb 0cfc => 00
04f6.04f7    RH..    [f000:24ad]   IO: outl 0cf8 <= 800088e0
04f6.04f8    RH..    [f000:247e]   IO: outb 0cfc <= 0a
04f9.04fa    RH..    [f000:2416]   IO: outl 0cf8 <= 800088ec
04f9.04fb    RH..    [f000:2432]   IO:  inb 0cfc => 04
04fc.04fd    RH..    [f000:2460]   IO: outl 0cf8 <= 800088ec
04fc.04fe    RH..    [f000:247c]   IO: outb 0cfc <= 04
04ff.0500    RH..    [f000:24a4]   IO: outl 0cf8 <= 800088e8
04ff.0501    RH..    [f000:2434]   IO:  inb 0cfc => 00
0502.0503    RH..    [f000:24ad]   IO: outl 0cf8 <= 800088e8
0502.0504    RH..    [f000:247e]   IO: outb 0cfc <= 00
0505.0506    RH..    [f000:2416]   IO: outl 0cf8 <= 800088e8
0505.0507    RH..    [f000:2432]   IO:  inb 0cfd => 00
0508.0509    RH..    [f000:2460]   IO: outl 0cf8 <= 800088e8
0508.050a    RH..    [f000:247c]   IO: outb 0cfd <= 10
050b.050c    RH..    [f000:24a4]   IO: outl 0cf8 <= 800088e8
050b.050d    RH..    [f000:2434]   IO:  inb 0cfe => 00
050e.050f    RH..    [f000:24ad]   IO: outl 0cf8 <= 800088e8
050e.0510    RH..    [f000:247e]   IO: outb 0cfe <= d0
0511.0512    RH..    [f000:2416]   IO: outl 0cf8 <= 800088e8
0511.0513    RH..    [f000:2432]   IO:  inb 0cff => 00
0514.0515    RH..    [f000:2460]   IO: outl 0cf8 <= 800088e8
0514.0516    RH..    [f000:247c]   IO: outb 0cff <= fe
0517.0518    RH..    [f000:24a4]   IO: outl 0cf8 <= 800088ec
0517.0519    RH..    [f000:2434]   IO:  inb 0cfc => 04
051a.051b    RH..    [f000:24ad]   IO: outl 0cf8 <= 800088ec
051a.051c    RH..    [f000:247e]   IO: outb 0cfc <= 07
051d.051e    RH..    [f000:2416]   IO: outl 0cf8 <= 800088bc
051d.051f    RH..    [f000:2432]   IO:  inb 0cfc => 00
0520.0521    RH..    [f000:2460]   IO: outl 0cf8 <= 800088bc
0520.0522    RH..    [f000:247c]   IO: outb 0cfc <= 20
0523.0524    RH..    [f000:24a4]   IO: outl 0cf8 <= 800088bc
0523.0525    RH..    [f000:2434]   IO:  inb 0cfd => 00
0526.0527    RH..    [f000:24ad]   IO: outl 0cf8 <= 800088bc
0526.0528    RH..    [f000:247e]   IO: outb 0cfd <= d0
0529.052a    RH..    [f000:2416]   IO: outl 0cf8 <= 800088bc
0529.052b    RH..    [f000:2432]   IO:  inb 0cfe => 00
052c.052d    RH..    [f000:2460]   IO: outl 0cf8 <= 800088bc
052c.052e    RH..    [f000:247c]   IO: outb 0cfe <= fe
052f.0530    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008840
052f.0531    RH..    [f000:2434]   IO:  inb 0cfd => c0
0532.0533    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008840
0532.0534    RH..    [f000:247e]   IO: outb 0cfd <= c0
0535.0536    RH..    [f000:2416]   IO: outl 0cf8 <= 80008858
0535.0537    RH..    [f000:2432]   IO:  inb 0cfd => 90
0538.0539    RH..    [f000:2460]   IO: outl 0cf8 <= 80008858
0538.053a    RH..    [f000:247c]   IO: outb 0cfd <= 9e
053b.053c    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008858
053b.053d    RH..    [f000:2434]   IO:  inb 0cff => 41
053e.053f    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008858
053e.0540    RH..    [f000:247e]   IO: outb 0cff <= 41
0541.0542    RH..    [f000:2416]   IO: outl 0cf8 <= 800088e0
0541.0543    RH..    [f000:2432]   IO:  inb 0cfc => 0a
0544.0545    RH..    [f000:2460]   IO: outl 0cf8 <= 800088e0
0544.0546    RH..    [f000:247c]   IO: outb 0cfc <= 0a
0547.0548    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008f60
0547.0549    RH..    [f000:2434]   IO:  inb 0cfd => 00
054a.054b    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008f60
054a.054c    RH..    [f000:247e]   IO: outb 0cfd <= 00
054d.054e    RH..    [f000:2416]   IO: outl 0cf8 <= 80008f60
054d.054f    RH..    [f000:2432]   IO:  inb 0cfe => 00
0550.0551    RH..    [f000:2460]   IO: outl 0cf8 <= 80008f60
0550.0552    RH..    [f000:247c]   IO: outb 0cfe <= 00
0553.0554    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008f60
0553.0555    RH..    [f000:2434]   IO:  inb 0cff => 00
0556.0557    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008f60
0556.0558    RH..    [f000:247e]   IO: outb 0cff <= 00
0559.055a    RH..    [f000:2416]   IO: outl 0cf8 <= 80008f64
0559.055b    RH..    [f000:2432]   IO:  inb 0cfc => e4
055c.055d    RH..    [f000:2460]   IO: outl 0cf8 <= 80008f64
055c.055e    RH..    [f000:247c]   IO: outb 0cfc <= 00
055f.0560    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008f4c
055f.0561    RH..    [f000:2434]   IO:  inb 0cfe => 00
0562.0563    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008f4c
0562.0564    RH..    [f000:247e]   IO: outb 0cfe <= 80
0565.0566    RH..    [f000:2416]   IO: outl 0cf8 <= 80008f4c
0565.0567    RH..    [f000:2432]   IO:  inb 0cff => 00
0568.0569    RH..    [f000:2460]   IO: outl 0cf8 <= 80008f4c
0568.056a    RH..    [f000:247c]   IO: outb 0cff <= 03
056b.056c    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008f50
056b.056d    RH..    [f000:2434]   IO:  inb 0cfc => 00
056e.056f    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008f50
056e.0570    RH..    [f000:247e]   IO: outb 0cfc <= 80
0571.0572    RH..    [f000:2416]   IO: outl 0cf8 <= 80008fe4
0571.0573    RH..    [f000:2432]   IO:  inb 0cfe => 29
0574.0575    RH..    [f000:2460]   IO: outl 0cf8 <= 80008fe4
0574.0576    RH..    [f000:247c]   IO: outb 0cfe <= 29
0574.0577    R.Q.    [f000:77b3]   MEM:  readw 000f77c1 => ac53
0578.0579    RH..    [f000:2416]   IO: outl 0cf8 <= 800088f4
0578.057a    RH..    [f000:2434]   IO:  inb 0cfe => 02
0578.057b    R.Q.    [f000:77dc]   MEM:  readw 000f77e1 => 77e6
057c.057d    RH..    [f000:2416]   IO: outl 0cf8 <= 80008894
057c.057e    RH..    [f000:2432]   IO:  inb 0cfc => 80
057c.057f    R.Q.    [f000:77e6]   MEM:  readw 000f77ef => 77f4
0580.0581    RH..    [f000:2460]   IO: outl 0cf8 <= 80008894
0580.0582    RH..    [f000:247e]   IO: outb 0cfc <= 00
0583.0584    RH..    [f000:2416]   IO: outl 0cf8 <= 800088d0
0583.0585    RH..    [f000:2434]   IO:  inb 0cfe => 01
0586.0587    RH..    [f000:2460]   IO: outl 0cf8 <= 800088d0
0586.0588    RH..    [f000:247c]   IO: outb 0cfe <= 05
0586.0589    R.Q.    [f000:77b6]   MEM:  readw 000f77c1 => ac53
058a.058b    RH..    [f000:2416]   IO: outl 0cf8 <= 800088f4
058a.058c    RH..    [f000:2432]   IO:  inb 0cfe => 02
058a.058d    R.Q.    [f000:7806]   MEM:  readw 000f7807 => 7ba5
058e.058f    RH..    [f000:7806]   IO:  inb 0842 => 04
058e.0590    RH..    [f000:7812]   IO: outb 0842 <= 00
058e.0591    RH..    [f000:7809]   IO:  inb 0840 => 00
058e.0592    RH..    [f000:7812]   IO: outb 0840 <= ff
058e.0593    RH..    [f000:781d]   IO:  inb 0828 => 00
058e.0594    RH..    [f000:7812]   IO: outb 0828 <= ff
058e.0595    RH..    [f000:7809]   IO:  inb 0829 => 00
058e.0596    RH..    [f000:7812]   IO: outb 0829 <= ff
058e.0597    RH..    [f000:781d]   IO:  inb 082d => 00
058e.0598    RH..    [f000:7812]   IO: outb 082d <= 40
058e.0599    RH..    [f000:7809]   IO:  inb 0822 => 00
058e.059a    RH..    [f000:7812]   IO: outb 0822 <= 01
058e.059b    RH..    [f000:781d]   IO:  inb 0860 => 2e
058e.059c    RH..    [f000:7812]   IO: outb 0860 <= 2e
058e.059d    RH..    [f000:7809]   IO:  inb 0852 => 00
058e.059e    RH..    [f000:7812]   IO: outb 0852 <= 0a
058e.059f    RH..    [f000:781d]   IO:  inb 0864 => 00
058e.05a0    RH..    [f000:7812]   IO: outb 0864 <= 0a
058e.05a1    R.Q.    [f000:7826]   MEM:  readw 000f7827 => 8280
058e.05a2    R.Q.    [f000:7826]   MEM:  readw 000f782d => 048d
05a4.05a5    RH..    [f000:2416]   IO: outl 0cf8 <= 80008880
05a4.05a6    RH..    [f000:2434]   IO:  inb 0cfe => 50
05a4.05a7    R.Q.    [f000:7831]   MEM:  readw 000f7835 => 783a
05a8.05a9    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008880
05a8.05aa    RH..    [f000:2432]   IO:  inb 0cfd => 84
05ab.05ac    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008880
05ab.05ad    RH..    [f000:247e]   IO: outb 0cfd <= 84
05ab.05ae    R.Q.    [f000:783a]   MEM:  readw 000f783b => 0500
05ab.05af    R.Q.    [f000:783a]   MEM:  readw 000f7841 => 0501
05ab.05b0    R.Q.    [f000:783a]   MEM:  readw 000f7849 => 04d0
05b1.05b2    RH.U    [f000:783a]   IO: outb 0500 <= 30
05b1.05b3    RH.U    [f000:783a]   IO: outb 0501 <= aa
05b4.05b5    RH..    [f000:783a]   IO: outb 04d0 <= 00
05b4.05b6    RH..    [f000:784e]   IO: outb 04d1 <= 00
05b4.05b7    R.Q.    [f000:7852]   MEM:  readw 000f7853 => 0801
05b8.05b9    RH..    [f000:7852]   IO:  inb 0801 => 89
05b8.05ba    RH..    [f000:7867]   IO: outb 0805 <= 00
05b8.05bb    R.Q.    [f000:0094]   MEM:  readw 000f0095 => 7ecb
05b8.05bc    R.Q.    [f000:7f62]   MEM:  readw 000f7f63 => 7f67
05b8.05bd    R.Q.    [f000:7f4c]   MEM:  readw 000f7f4d => 7b40
05b8.05be    R.Q.    [f000:7f4c]   MEM:  readw 000f7f53 => fd67
05c0.05c1    RH..    [f000:2416]   IO: outl 0cf8 <= 80008878
05c0.05c2    RH..    [f000:2434]   IO:  inb 0cff => 00
05c0.05c3    R.Q.    [f000:7f57]   MEM:  readw 000f7f5b => 7f60
05c4.05c5    RH..    [f000:2416]   IO: outl 0cf8 <= 80008850
05c4.05c6    RH..    [f000:2432]   IO:  inb 0cfc => 00
05c4.05c7    R.Q.    [f000:7f69]   MEM:  readw 000f7f6d => 7f72
05c4.05c8    R.Q.    [f000:7db8]   MEM:  readw 000f7db9 => 0078
05c4.05c9    R.Q.    [f000:7dfe]   MEM:  readw 000f7dff => a6be
05ca.05cb    RH..    [f000:2416]   IO: outl 0cf8 <= 80007844
05ca.05cc    RH..    [f000:2434]   IO:  inb 0cfd => af
05cd.05ce    RH..    [f000:2460]   IO: outl 0cf8 <= 80007844
05cd.05cf    RH..    [f000:247c]   IO: outb 0cfd <= 2f
05cd.05d0    R.Q.    [f000:7f72]   MEM:  readw 000f7f75 => 7f7a
05d1.05d2    RH..    [f000:040e]   IO: outb 0070 <= 8e
05d1.05d3    RH..    [f000:0414]   IO:  inb 0071 => 00
05d1.05d4    R.Q.    [f000:7f82]   MEM:  readw 000f7f83 => 24ba
05d1.05d5    R.Q.    [f000:7f82]   MEM:  readw 000f7f89 => 81bf
05d1.05d6    R.Q.    [f000:0176]   MEM:  readw 000f017b => 0180
05d1.05d7    RH..    [f000:7e01]   IO: outb 0074 <= 0a
05d1.05d8    RH..    [f000:7e0b]   IO:  inb 0075 => 26
05d1.05d9    RH..    [f000:7e13]   IO: outb 0074 <= 97
05d1.05da    RH..    [f000:7e1b]   IO:  inb 0075 => a4
05d1.05db    R.Q.    [f000:7f8b]   MEM:  readw 000f7f95 => 7fbb
05d1.05dc    R.Q.    [f000:7f8b]   MEM:  readw 000f7f9b => 7fa0
05d1.05dd    R.Q.    [f000:7f8b]   MEM:  readw 000f7fbb => 0a01
05df.05e0    RH..    [f000:2460]   IO: outl 0cf8 <= 80007808
05df.05e1    RH..    [f000:247e]   IO: outb 0cfe <= 01
05df.05e2    R.Q.    [f000:7fa0]   MEM:  readw 000f7fa7 => 0078
05df.05e3    R.Q.    [f000:7fa0]   MEM:  readw 000f7fad => a556
05df.05e4    R.Q.    [f000:7fa0]   MEM:  readw 000f7fbd => 5372
05df.05e5    R.Q.    [f000:2505]   MEM:  readw 000f2521 => 0cf8
05e6.05e7    RH..    [f000:2505]   IO: outl 0cf8 <= 800078d0
05e6.05e8    RH..    [f000:2505]   IO: outw 0cfe <= 5372
05e6.05e9    R.Q.    [f000:7faf]   MEM:  readw 000f7fb3 => 7fb8
05ea.05eb    RH..    [f000:24c5]   IO: outl 0cf8 <= 80007844
05ea.05ec    RH..    [f000:2432]   IO:  inb 0cfd => 2f
05ed.05ee    RH..    [f000:24ad]   IO: outl 0cf8 <= 80007844
05ed.05ef    RH..    [f000:247c]   IO: outb 0cfd <= af
05ed.05f0    R.Q.    [f000:7fb8]   MEM:  readw 000f7fb9 => 80dc
05ed.05f1    R.Q.    [f000:7fc4]   MEM:  readw 000f7fcf => 4208
05ed.05f2    R.Q.    [f000:7fc4]   MEM:  readw 000f7fd5 => fe1d
05ed.05f3    R.Q.    [f000:7df4]   MEM:  readw 000f7df5 => 0098
05f4.05f5    RH..    [f000:2416]   IO: outl 0cf8 <= 80009840
05f4.05f6    RH..    [f000:2434]   IO:  inb 0cfe => 06
05f7.05f8    RH..    [f000:2460]   IO: outl 0cf8 <= 80009840
05f7.05f9    RH..    [f000:247e]   IO: outb 0cfe <= 06
05f7.05fa    R.Q.    [f000:7fd7]   MEM:  readw 000f7fdb => 7fe0
05fb.05fc    RH..    [f000:2460]   IO: outl 0cf8 <= 80009818
05fb.05fd    RH..    [f000:247c]   IO: outb 0cfd <= 80
05fb.05fe    R.Q.    [f000:7fe0]   MEM:  readw 000f7fe1 => 1a80
05fb.05ff    R.Q.    [f000:7fe0]   MEM:  readw 000f7fe7 => fd30
0600.0601    RH..    [f000:2460]   IO: outl 0cf8 <= 80009818
0600.0602    RH..    [f000:247e]   IO: outb 0cfe <= 80
0600.0603    R.Q.    [f000:7fe9]   MEM:  readw 000f7fef => 0098
0600.0604    R.Q.    [f000:7fe9]   MEM:  readw 000f7ff5 => a50e
0605.0606    RH..    [f000:2505]   IO: outl 0cf8 <= 80009804
0605.0607    RH..    [f000:2505]   IO: outw 0cfc <= 0106
0605.0608    R.Q.    [f000:7ff7]   MEM:  readl 000f7ffb => fed60000
0605.0609    R.Q.    [f000:7ff7]   MEM:  readw 000f8000 => 8008
0605.060a    R.Q.    [f000:7ff7]   MEM:  readw 000f8003 => 8008
060b.060c    RH..    [f000:2573]   IO: outl 0cf8 <= 80800810
060b.060d    RH..    [f000:2573]   IO: outl 0cfc <= fed60000
060b.060e    R.Q.    [f000:8008]   MEM:  readw 000f8009 => 0403
060b.060f    R.Q.    [f000:8008]   MEM:  readw 000f800f => a44f
0610.0611    RH..    [f000:2460]   IO: outl 0cf8 <= 80800804
0610.0612    RH..    [f000:247c]   IO: outb 0cfc <= 03
0610.0613    R.Q.    [f000:8011]   MEM:  readl 000f8013 => fed60008
0614.0615    RH.U    [f000:8011]   MEM:  readb fed60008 => 00
0614.0616    RH.U    [f000:8011]   MEM: writeb fed60008 <= 00
0614.0617    R.Q.    [f000:8026]   MEM:  readw 000f8035 => 0006
0614.0618    RH.U    [f000:8026]   MEM:  readb fed60008 => 00
0614.0619    RH.U    [f000:8026]   MEM: writeb fed60008 <= 01
0614.061a    R.Q.    [f000:803b]   MEM:  readw 000f803f => 8008
0614.061b    R.Q.    [f000:803b]   MEM:  readw 000f8045 => a419
061d.061e    RH..    [f000:2460]   IO: outl 0cf8 <= 80800804
061d.061f    RH..    [f000:247e]   IO: outb 0cfc <= 00
061d.0620    R.Q.    [f000:8047]   MEM:  readw 000f804d => 8052
0621.0622    RH..    [f000:2573]   IO: outl 0cf8 <= 80800810
0621.0623    RH..    [f000:2573]   IO: outl 0cfc <= 00000000
0621.0624    R.Q.    [f000:8052]   MEM:  readw 000f8057 => 0098
0621.0625    R.Q.    [f000:8052]   MEM:  readw 000f805d => a4a6
0626.0627    RH..    [f000:2505]   IO: outl 0cf8 <= 80009804
0626.0628    RH..    [f000:2505]   IO: outw 0cfc <= 0000
0626.0629    R.Q.    [f000:805f]   MEM:  readw 000f8063 => 8068
062a.062b    RH..    [f000:2460]   IO: outl 0cf8 <= 80009818
062a.062c    RH..    [f000:247c]   IO: outb 0cfd <= 00
062a.062d    R.Q.    [f000:8068]   MEM:  readw 000f8069 => 1a00
062a.062e    R.Q.    [f000:8068]   MEM:  readw 000f806f => fca8
062f.0630    RH..    [f000:2460]   IO: outl 0cf8 <= 80009818
062f.0631    RH..    [f000:247e]   IO: outb 0cfe <= 00
062f.0632    R.Q.    [f000:009a]   MEM:  readw 000f009b => 77d5
062f.0633    R.Q.    [f000:7872]   MEM:  readw 000f7873 => 7c0d
062f.0634    R.Q.    [f000:7872]   MEM:  readw 000f7883 => 9f20
062f.0635    R.Q.    [f000:7872]   MEM:  readw 000f7c0d => 0080
062f.0636    R.Q.    [f000:7872]   MEM:  readw 000f7c0f => 7c14
0637.0638    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008040
0637.0639    RH..    [f000:2432]   IO:  inb 0cfe => 03
063a.063b    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008040
063a.063c    RH..    [f000:247c]   IO: outb 0cfe <= 13
063a.063d    R.Q.    [f000:7885]   MEM:  readw 000f7887 => 7c52
063a.063e    R.Q.    [f000:7875]   MEM:  readw 000f7883 => 9f20
063f.0640    RH..    [f000:2416]   IO: outl 0cf8 <= 80008140
063f.0641    RH..    [f000:2434]   IO:  inb 0cfe => 03
0642.0643    RH..    [f000:2460]   IO: outl 0cf8 <= 80008140
0642.0644    RH..    [f000:247e]   IO: outb 0cfe <= 13
0642.0645    R.Q.    [f000:7885]   MEM:  readw 000f7c1b => 0082
0642.0646    R.Q.    [f000:7885]   MEM:  readw 000f7c1d => 7c22
0647.0648    RH..    [f000:24a4]   IO: outl 0cf8 <= 80008240
0647.0649    RH..    [f000:2432]   IO:  inb 0cfe => 03
064a.064b    RH..    [f000:24ad]   IO: outl 0cf8 <= 80008240
064a.064c    RH..    [f000:247c]   IO: outb 0cfe <= 13
064d.064e    RH..    [f000:2416]   IO: outl 0cf8 <= 80008340
064d.064f    RH..    [f000:2434]   IO:  inb 0cfe => 03
0650.0651    RH..    [f000:2460]   IO: outl 0cf8 <= 80008340
